"ABN","Charity_Legal_Name","Other_Organisation_Names","Address_Type","Address_Line_1","Address_Line_2","Address_Line_3","Town_City","State","Postcode","Country","Charity_Website","Registration_Date","Date_Organisation_Established","Charity_Size","Number_of_Responsible_Persons","Financial_Year_End","Operates_in_ACT","Operates_in_NSW","Operates_in_NT","Operates_in_QLD","Operates_in_SA","Operates_in_TAS","Operates_in_VIC","Operates_in_WA","Operating_Countries","PBI","HPC","Preventing_or_relieving_suffering_of_animals","Advancing_Culture","Advancing_Education","Advancing_Health","Promote_or_oppose_a_change_to_law__government_poll_or_prac","Advancing_natual_environment","Promoting_or_protecting_human_rights","Purposes_beneficial_to_ther_general_public_and_other_analogous","Promoting_reconciliation__mutual_respect_and_tolerance","Advancing_Religion","Advancing_social_or_public_welfare","Advancing_security_or_safety_of_Australia_or_Australian_public","Aboriginal_or_TSI","Adults","Aged_Persons","Children","Communities_Overseas","Early_Childhood","Ethnic_Groups","Families","Females","Financially_Disadvantaged","Gay_Lesbian_Bisexual","General_Community_in_Australia","Males","Migrants_Refugees_or_Asylum_Seekers","Other_Beneficiaries","Other_Charities","People_at_risk_of_homelessness","People_with_Chronic_Illness","People_with_Disabilities","Pre_Post_Release_Offenders","Rural_Regional_Remote_Communities","Unemployed_Person","Veterans_or_their_families","Victims_of_crime","Victims_of_Disasters","Youth","Income","Person 1","Person 2","Person 3","Person 4","Person 5","Person 6","Person 7","Person 8","Person 9","Person 10","Person 11","Person 12","Person 13","Person 14","Person 15","Person 16","Person 17","Person 18","Person 19","Person 20","Person 21","Person 22","Person 23","Person 24","Person 25","Person 26","Person 27","Person 28","Person 29","Person 30"
11522782671,"Ipswich Region Community Church",,"Business","7 Rex Hills Dr",,,"Ripley","Queensland",4306,"Australia","www.cityhope.com.au","03/12/2012","01/01/1999","Large",5,"31-Dec",,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11530103791,"St Elizabeth's Catholic Primary School",,"Business","PO Box 2126",,,"WANGARA DC","WA",6947,,,"01/01/2014","01/01/2014","Large",11,"31-Dec",,,,,,,,"Y",,,,,,"Y",,,,,,,"Y",,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541096517,"Sacred Heart Primary School Oakleigh",,"Business","2 Mora Avenue",,,"OAKLEIGH","VIC",3166,,,"03/12/2012","31/12/1935","Large",5,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11552937411,"THE TRUSTEE FOR THE SILBERSCHER FAMILY FOUNDATION",,"Business","Ground Floor","40 River Boulevard",,"Richmond","VIC",3121,"Australia",,"01/01/2014","01/01/2007","Large",3,"30-Jun",,,,,,,,,,,,,,,,,,,,,,,,,"Y","Y","Y",,"Y","Y","Y","Y",,,,"Y",,,,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11553592765,"Activ Foundation Inc",,"Business","327 Cambridge Street",,,"Wembley","WA",6014,"Australia","http://www.activ.asn.au","03/12/2012","31/12/1950","Large",13,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,"Y",,,"Y",,,,,,"Y",,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11563715017,"KYDS Youth Development Service Incorporated","Ku-ring-gai Youth Development Service, KYDS","Business","Rear 1 265-271 Pacific Hwy",,,"Lindfield","New South Wales",2070,"Australia","www.kyds.org.au","03/12/2012","01/01/2003","Large",12,"30-Jun",,"Y",,,,,,,,"Y",,,,,"Y",,,,"Y",,,"Y",,,,,"Y",,,,"Y",,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11602416697,"WA Primary Health Alliance Limited",,"Business","7 Tanunda Dr",,,"Rivervale","Western Australia",6103,"Australia","www.wapha.org.au","01/04/2015","20/10/2014","Large",8,"30-Jun",,,,,,,,"Y",,,"Y",,,,"Y",,,,,,,,,"Y","Y","Y",,,,"Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y",,"Y","Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11605454144,"Cyber Security Research Centre Limited",,"Business","Edith Cowan University","Level 2, Building 15, 270 Joondalup Drive",,"Joondalup","WA",6027,"Australia","www.cybersecuritycrc.org.au","23/04/2015","23/04/2015","Large",14,"30-Jun",,,,,,,,,,,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11607036948,"Ramsay Hospital Research Foundation Ltd",,"Business",,,,,,,,,"01/07/2016","01/09/2015","Large",6,"30-Jun",,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,"Y",,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11607902687,"Children's Hospital Foundation Queensland",,"Business",,,,,,,,"www.childrens.org.au","03/12/2012","01/01/2011","Large",12,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11609278677,"Money Mob Talkabout Limited",,"Business","Suite 16 & 17/63 Cumming Plaza, Todd Mall","Todd Street",,"Alice Springs","NT",871,"Australia","moneymob.org.au","12/11/2015","12/11/2015","Large",7,"30-Jun",,,"Y",,"Y",,,,,"Y",,,,,,,,,,,,"Y",,"Y","Y","Y","Y",,,,"Y",,"Y",,,,,,,"Y","Y","Y",,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11609851283,"Glass Jar Australia Limited",,"Business","200 Selby St",,,"Jolimont","Western Australia",6014,"Australia","https://shootingstars.com.au/","01/01/2016","16/12/2015","Large",8,"31-Dec",,,,,,,,"Y",,"Y",,,,"Y","Y",,,,,,,"Y",,"Y",,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11612484198,"ECOllaboration Ltd",,"Business","Po Box 311",,,"Nambour","Queensland",4560,"Australia","www.ecollaboration.org.au","01/07/2016","01/07/2016","Large",7,"30-Jun",,,,"Y",,,,,,,,,,,,,"Y",,,,,,,"Y","Y","Y","Y",,"Y",,"Y",,,,"Y",,,,,,,,,"Y","Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11616062714,"Australian Catholic Safeguarding Limited",,"Business","L 13 200 Queen St",,,"Melbourne","Victoria",3000,"Australia","www.cpsltd.org.au","23/11/2016","23/11/2016","Large",8,"30-Jun",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11618758491,"IMOVE AUSTRALIA LTD",,"Business","Se 57 574 Plummer St",,,"Port Melbourne","Victoria",3207,"Australia","https://imoveaustralia.com/","27/04/2017","27/04/2017","Large",11,"30-Jun",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11618913563,"KARI Foundation Ltd",,"Business",,,,,,,,"www.kari.org.au","04/05/2017","04/05/2017","Large",8,"30-Jun",,"Y",,,,,,,,"Y",,,,"Y",,,,,,,,"Y",,"Y","Y","Y","Y",,"Y",,"Y","Y","Y",,"Y","Y",,,,"Y",,"Y","Y","Y","Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11628846717,"Ulladulla Residential Services Incorporated",,"Business","36 North St",,,"Ulladulla","New South Wales",2539,"Australia",,"03/12/2012","01/01/1995","Large",3,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11629077637,"Holy Apostolic Catholic Assyrian Church Of The East",,"Business","Assyrian Primary School",,,"Greenfield Park","New South Wales",2176,"Australia","www.assyrianchurch.org.au/","03/12/2012","01/01/1974","Large",12,"31-Dec",,"Y",,,,,,,,,,,,,,,,,,,"Y",,,,"Y","Y","Y",,"Y","Y","Y","Y","Y",,"Y","Y",,,,,"Y","Y",,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11630278278,"CHURCH MISSION ENTERPRISES LIMITED",,"Business",,,,,,,,"https://www.churchesofchrist.org.au","28/11/2018","28/11/2018","Large",12,"30-Jun",,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11635644874,"Our Lady Help Of Christians Primary School East Warrnambool Victoria",,"Business","28 Selby Road",,,"Warrnambool East","VIC",3280,,,"03/12/2012","31/12/1970","Large",5,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,"Y",,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11648685928,"One Hundred & Seventy Nine Napier St Hostel Assoc Inc","Napier Street Aged Care Services","Business","179-197 Napier St",,,"South Melbourne","Victoria",3205,"Australia","www.nsacs.org.au","03/12/2012","01/01/1992","Large",14,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11653875280,"Sisters Of St Paul De Chartres Australia",,"Business","12 Fedrick Street",,,"Boronia Heights","QLD",4124,"AUSTRALIA",,"03/12/2012","01/01/1992","Large",5,"30-Jun",,"Y",,"Y",,,"Y",,,,,,,,,,,,,,,,,,"Y","Y","Y",,,"Y","Y","Y","Y",,"Y","Y","Y",,,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11672316253,"Coptic Orthodox Church Diocese Of Melbourne",,"Business",,,,,,,"Australia",,"03/12/2012","01/01/1999","Large",12,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y","NZL",,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11724391347,"The Trustee For The Peters Family Foundation",,"Business",,,,,,,,,"03/12/2012","01/01/2003","Large",5,"30-Jun",,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11746358763,"Youth Advocacy Centre Inc",,"Business","Se 4 162 Petrie Tce",,,"Petrie Terrace","Queensland",4000,"Australia","www.yac.net.au","03/12/2012","01/01/1981","Large",14,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11753464251,"East Brunswick Kindergarten and Childcare Centre Incorporated",,"Business","8 Noel St",,,"Brunswick East","Victoria",3057,"Australia","www.ebkcc.org.au","03/12/2012","01/01/1993","Large",3,"31-Dec",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11770186878,"The Link-Youth Health Service Inc",,"Business","57 Liverpool St",,,"Hobart","Tasmania",7000,"Australia","https://thelink.org.au/","03/12/2012","01/01/1990","Large",3,"30-Jun",,,,,,"Y",,,,"Y",,,,,,,,,,,,,,"Y",,,,,,"Y",,"Y","Y","Y",,"Y","Y",,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11774587436,"Muscular Dystrophy Association Of NSW",,"Business",,,,,,,,"www.mdnsw.org.au","03/12/2012","31/12/1956","Large",13,"30-Jun",,"Y",,,,,,,,"Y",,,,,"Y",,,,,,,"Y",,,"Y","Y","Y",,,,"Y",,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11781477447,"Queensland Council Of Social Service Ltd",,"Business","20 Pidgeon Cl",,,"West End","Queensland",4101,"Australia","www.qcoss.org.au","03/12/2012","01/01/1984","Large",10,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,"Y",,"Y",,,,,,,,,"Y",,"Y",,,,,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11830167983,"Yesodei Hatorah Yeshiva Inc.",,"Business",,,,,,,"Australia",,"03/12/2012","01/01/2003","Large",5,"31-Dec",,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11835071529,"Relationships Australia Inc",,"Business","U 2 67 Eyre St",,,"Kingston","Australian Capital Territory",2604,"Australia","http://www.relationships.org.au","03/12/2012","31/12/1951","Large",9,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y",,"Y",,,,,"Y",,,,,"Y",,"Y",,"Y","Y","Y","Y",,"Y","Y","Y",,"Y","Y",,,,,,,,"Y",,"Y",,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11850625970,"Minimbah Challenge Inc",,"Business",,,,,,,,"www.minimbah.org.au","03/12/2012","01/01/1993","Large",8,"30-Jun",,"Y",,,,,,,,"Y",,,,,,,,,,,,"Y",,,"Y","Y","Y",,,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11857307720,"Christian Brothers College Adelaide",,"Business","214 WAKEFIELD STREET",,,"ADELAIDE","SA",5000,"Australia",,"03/12/2012","31/12/1877","Large",4,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11868616092,"Windarring Limited",,"Business","67 Baynton St",,,"Kyneton","Victoria",3444,"Australia","http://www.windarring.org.au/","03/12/2012","01/01/1973","Large",7,"30-Jun",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11874614293,"Free Reformed Eucalypt Association Inc.",,"Business","8 Aragon Ct",,,"Armadale","Western Australia",6112,"Australia","www.eucalypt.asn.au","03/12/2012","01/01/1992","Large",8,"30-Jun",,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,"Y",,,,,"Y",,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11902907409,"St Peter Chanel Catholic School",,"Business","PO Box 102",,,"North Hobart","TAS",7002,,,"03/12/2012","31/12/1948","Large",30,"31-Dec",,,,,,"Y",,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910522775,"The Trustee For Northern Education Trust",,"Business","38 Fieldsend Street",,,"EAST MAITLAND","NSW",2323,"Australia",,"03/12/2012","01/01/1996","Large",14,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,"Y",,,"Y","Y",,,,,"Y","Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11921314341,"Terry and Maureen Hopkins Foundation",,"Business",,,,,,,,,"06/02/2017","06/02/2017","Large",8,"30-Jun",,,,"Y","Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11982012992,"City Reach Baptist Church Inc",,"Business","215-233 Fosters Road",,,"Northgate","SA",5085,"Australia","www.cityreach.com.au/oakden","03/12/2012","31/12/1957","Large",8,"31-Dec",,,,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11983090271,"Leichhardt Out Of School Hours Care",,"Business","Leichhardt Primary School",,,"Leichhardt","New South Wales",2040,"Australia","http://www.loosh.org.au","03/12/2012","01/01/1988","Large",4,"31-Dec",,"Y",,,,,,,,,,,,,,,,,"Y",,,,,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11989448576,"Trustees Of The Roman Catholic As Trustee For All Hallow's Gulgong",,"Business","PO Box 308",,,"Bathurst","NSW",2795,,"www.allhallowsgulgong.catholic.edu.au","03/12/2012","01/01/1999","Large",6,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,"Y",,,"Y",,,,"Y",,,,,,,,,,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11990678761,"St Brendan's School Coragulac",,"Business","727 Corangamite Lake Road",,,"Coragulac","VIC",3249,,,"03/12/2012","31/12/1898","Large",4,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,"Y",,,"Y",,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12000637267,"Autism Spectrum Australia (Aspect)",,"Business","L 2 14 Aquatic Dr",,,"Frenchs Forest","New South Wales",2086,"Australia","www.autismspectrum.org.au","03/12/2012","31/12/1965","Large",10,"31-Dec","Y","Y","Y","Y","Y","Y","Y","Y",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12000964081,"Kinma Limited",,"Business","Kinma Pre School",,,"Terrey Hills","New South Wales",2084,"Australia","www.kinma.nsw.edu.au","03/12/2012","01/01/1972","Large",7,"31-Dec",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12002885412,"Blue Mountains Christian Education Association Limited",,"Business","Blue Mountains Christian Schoo",,,"Blackheath","New South Wales",2785,"Australia","www.mountainscc.nsw.edu.au","03/12/2012","01/01/1982","Large",8,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,"Y",,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12003741878,"St John Ambulance Australia (Act) Incorporated",,"Business","14 Thesiger Ct",,,"Deakin","Australian Capital Territory",2600,"Australia","www.stjohnact.com.au","03/12/2012","01/01/1987","Large",8,"31-Dec","Y",,,,,,,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004131159,"The Camberwell Grammar School",,"Business","43-65 Mont Albert Rd",,,"Canterbury","Victoria",3126,"Australia","http://www.cgs.vic.edu.au","03/12/2012","31/12/1925","Large",13,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004248631,"Preshil The Margaret Lyttle Memorial School.",,"Business","Margaret Lyttle Mem School",,,"Kew","Victoria",3101,"Australia","https://www.preshil.vic.edu.au/","03/12/2012","31/12/1945","Large",12,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,"Y",,,"Y",,"Y",,,,,"Y",,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004251423,"The Walter And Eliza Hall Institute Of Medical Research","WEHI","Business","1g Royal Pde",,,"Parkville","Victoria",3052,"Australia","https://www.wehi.edu.au/","03/12/2012","31/12/1914","Large",16,"31-Dec",,,,,,,"Y",,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004277418,"Victorian Welfare Association",,"Business","13-17 Kerferd Rd",,,"Glen Iris","Victoria",3146,"Australia","vwa.net.au","03/12/2012","31/12/1949","Large",10,"31-Dec",,,,,,,"Y",,,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004508641,"International Social Service Australia",,"Business","L 2 420-424 William St",,,"West Melbourne","Victoria",3003,"Australia","www.iss.org.au","03/12/2012","31/12/1960","Large",11,"30-Jun",,,,,,,,,,"Y",,,,,,,,"Y","Y",,,"Y",,,"Y",,"Y",,"Y","Y","Y","Y","Y",,,"Y","Y",,,"Y",,,,"Y",,,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006391902,"Filmfest Limited",,"Business","Gpo Box 4982",,,"Melbourne","Victoria",3001,"Australia","http://www.miff.com.au","03/12/2012",,"Large",8,"31-Dec",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006421861,"St Michael's Grammar School",,"Business","25 Chapel St",,,"St Kilda","Victoria",3182,"Australia","http://www.stmichaels.vic.edu.au","03/12/2012","31/12/1894","Large",10,"31-Dec",,,,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,"Y",,"Y",,"Y",,"Y",,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008485827,"GROW",,"Business","1014 Logan Road",,,"Holland Park","QLD",4121,"Australia","www.grow.org.au","03/12/2012","31/12/1956","Large",15,"30-Jun",,"Y",,"Y","Y",,,,,"Y",,,,,"Y",,,,,,,"Y",,"Y","Y",,"Y",,,"Y",,"Y",,"Y","Y","Y",,,,,"Y","Y","Y","Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008514912,"Royal National Capital Agricultural Society",,"Business","Building D","Exhibition Park",,"Mitchell","ACT",2911,"Australia","www.rncas.org.au","03/12/2012","31/12/1926","Large",7,"30-Jun","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12010545187,"Australasian Dance Collective Limited",,"Business","Level 3, 420 Brunswick Street",,,"Fortitude Valley","QLD",4006,"Australia","http://www.australasiandancecollective.com","03/12/2012","01/01/1984","Large",9,"31-Dec",,"Y","Y","Y","Y",,,,"CHN",,,,"Y",,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12019596365,"Our Lady Of Hope School",,"Business","CNR THE GOLDEN WAY & GOLDEN GROVE ROAD",,,"GREENWITH","SA",5125,,,"03/12/2012","01/01/1994","Large",4,"31-Dec",,,,,"Y",,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12021024389,"Gagudju Association Inc.",,"Business","Level 2","62 Cavenagh St",,"Darwin","NT",800,"Australia",,"03/12/2012","01/01/1980","Large",11,"30-Jun",,,"Y",,,,,,,,,,,"Y","Y",,,,,,,"Y",,"Y",,,,,,,,,"Y",,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12032211683,"Catholic Parish Of St Marys Casino - St Marys Primary School",,"Business","PO Box 158",,,"Lismore","NSW",2480,,,"03/12/2012","31/12/1886","Large",4,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12041298204,"Interserve Development Limited",,"Business","Suite 17","653 Mountain Highway",,"BAYSWATER","VIC",3153,"Australia","https://www.interserve.org.au","03/12/2012","31/12/1851","Large",8,"31-Dec","Y","Y","Y","Y","Y","Y","Y","Y","EGY, IDN, KAZ, KGZ, LAO, MMR, MYS, NPL, TUR","Y",,,,,,,,,,,"Y",,,,,,,"Y",,"Y",,"Y",,,,"Y","Y","Y",,"Y",,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12058280961,"Clifford Craig Foundation Limited",,"Business","Level 5 Launceston General Hospital","280 Charles Street",,"Launceston","TAS",7250,"Australia","www.cliffordcraig.org.au","03/12/2012","01/01/1993","Large",16,"31-Dec",,,,,,"Y",,,,,"Y",,,,"Y",,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12061979048,"Adelaide Northern Division Of General Practice Limited",,"Business","2 Peachey Rd",,,"Edinburgh North","South Australia",5113,"Australia","http://www.sonder.net.au","03/12/2012","01/01/1993","Large",10,"30-Jun",,,,,"Y",,,,,,"Y",,,,,,,,,,,,,"Y","Y",,"Y",,,"Y","Y","Y",,"Y","Y","Y","Y",,,,"Y","Y",,"Y","Y",,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12067249281,"Family Radio Limited",,"Business","81 Mina Pde",,,"Alderley","Queensland",4051,"Australia","www.96five.com","03/12/2012","01/01/1974","Large",10,"31-Dec",,,,"Y",,,,,,,,,"Y",,,,,,"Y",,"Y","Y",,,"Y","Y","Y",,"Y","Y","Y",,,,"Y",,,,,"Y",,,,"Y",,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12069130463,"Baptcare Ltd",,"Business","1193 Toorak Rd",,,"Camberwell","Victoria",3124,"Australia","www.baptcare.org.au","03/12/2012","31/12/1944","Large",11,"30-Jun",,,,,"Y","Y","Y",,,"Y",,,,,"Y",,,,,,,"Y",,,"Y","Y","Y",,"Y",,"Y",,,,,,"Y",,,,,"Y",,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12077687837,"Rissalah College Limited",,"Business","54 Hampden Rd",,,"Lakemba","New South Wales",2195,"Australia","www.rissalah.nsw.edu.au","03/12/2012","20/03/1997","Large",8,"31-Dec",,"Y",,,,,,,,,,,,"Y",,,,,,,,,,,,,"Y",,,"Y",,"Y",,,,"Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12078081848,"Australian College Of Rural And Remote Medicine",,"Business","L 6 410 Queen St",,,"Brisbane City","Queensland",4000,"Australia","www.acrrm.org.au.au","03/12/2012","01/01/1997","Large",9,"30-Jun","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12080135986,"St John's Community Care Limited",,"Business",,,,,,,,"https://stjohnscommunitycare.org/","03/12/2012","01/01/1997","Large",10,"30-Jun",,,,"Y",,,,,,"Y",,,,,,,,,,,,"Y",,"Y","Y","Y",,,,"Y","Y","Y","Y","Y",,"Y","Y",,,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
